cellid	snp.file	Gender	fileid	logr	baf	study	penalty
NCI-H1341	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374_tumour_BAF.txt	CCLE	70
NCI-H1373	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546_tumour_BAF.txt	CCLE	70
NCI-H1385	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740.CEL	F	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740_tumour_BAF.txt	CCLE	70
NCI-H1435	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550.CEL	F	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550_tumour_BAF.txt	CCLE	70
NCI-H1568	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250_tumour_BAF.txt	CCLE	70
NCI-H1781	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240_tumour_BAF.txt	CCLE	70
NCI-H1836	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632_tumour_BAF.txt	CCLE	70
NCI-H1869	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552.CEL	M	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552_tumour_BAF.txt	CCLE	70
NCI-H1876	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954_tumour_BAF.txt	CCLE	70
NCI-H1915	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946.CEL	F	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946_tumour_LogR.txt	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946_tumour_BAF.txt	CCLE	70
NCI-H1944	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560.CEL	F	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C10_464560_tumour_BAF.txt	CCLE	70
NCI-H196	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C01_256050.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C01_256050	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C01_256050_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C01_256050_tumour_BAF.txt	CCLE	70
NCI-H2023	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F09_464670_tumour_BAF.txt	CCLE	70
NCI-H2066	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210_tumour_BAF.txt	CCLE	70
NCI-H2073	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642.CEL	F	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642_tumour_BAF.txt	CCLE	70
NCI-H2085	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B12_464582_tumour_BAF.txt	CCLE	70
NCI-H2106	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258.CEL	M	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E12_437258_tumour_BAF.txt	CCLE	70
NCI-H211	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A11_293300.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A11_293300	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A11_293300_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A11_293300_tumour_BAF.txt	CCLE	70
NCI-H2110	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308.CEL	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B05_578308_tumour_BAF.txt	CCLE	70
NCI-H2172	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A12_335210_tumour_BAF.txt	CCLE	70
NCI-H2286	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G04_578292_tumour_BAF.txt	CCLE	70
NCI-H2444	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F09_256138_tumour_BAF.txt	CCLE	70
NCI-H322	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570.CEL	M	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A09_437570_tumour_BAF.txt	CCLE	70
NCI-H3255	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296.CEL	F	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C12_780296_tumour_BAF.txt	CCLE	70
NCI-H647	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152_tumour_BAF.txt	CCLE	70
NCI-H660	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C11_464558.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C11_464558	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C11_464558_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C11_464558_tumour_BAF.txt	CCLE	70
NCI-H841	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D04_542788.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D04_542788	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D04_542788_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D04_542788_tumour_BAF.txt	CCLE	70
NCI-H854	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628.CEL	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628_tumour_BAF.txt	CCLE	70
NCI-H929	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E10_437396_tumour_BAF.txt	CCLE	70
NCO2	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D06_437516_tumour_BAF.txt	CCLE	70
NU-DHL-1	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G04_542916_tumour_BAF.txt	CCLE	70
NU-DUL-1	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622.CEL	M	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622_tumour_LogR.txt	celfiles/VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622_tumour_BAF.txt	CCLE	70
NUGC-2	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C12_256072_tumour_BAF.txt	CCLE	70
NUGC-4	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004.CEL	NA	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004_tumour_BAF.txt	CCLE	70
OC 316	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400.CEL	F	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E08_437400_tumour_BAF.txt	CCLE	70
OCI-AML3	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836.CEL	M	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836_tumour_BAF.txt	CCLE	70
OCI-AML5	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282.CEL	M	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C08_578282_tumour_BAF.txt	CCLE	70
OCI-LY10	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H01_464640.CEL	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H01_464640	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H01_464640_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H01_464640_tumour_BAF.txt	CCLE	70
OCI-LY-19	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914.CEL	F	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914_tumour_LogR.txt	celfiles/AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E05_542914_tumour_BAF.txt	CCLE	70
OCI-LY3	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584.CEL	NA	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B09_464584_tumour_BAF.txt	CCLE	70
OCI-M1	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516.CEL	NA	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516_tumour_LogR.txt	celfiles/CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F12_490516_tumour_BAF.txt	CCLE	70
OCUM-1	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B03_437300_tumour_BAF.txt	CCLE	70
OE21	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114.CEL	M	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E09_256114_tumour_BAF.txt	CCLE	70
OELE	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354.CEL	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G02_780354_tumour_BAF.txt	CCLE	70
ONCO-DG-1	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218.CEL	F	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218_tumour_LogR.txt	celfiles/EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G10_780218_tumour_BAF.txt	CCLE	70
OUMS-23	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448.CEL	NA	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448_tumour_LogR.txt	celfiles/PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F03_437448_tumour_BAF.txt	CCLE	70
OUMS-27	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908.CEL	M	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908_tumour_LogR.txt	celfiles/SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A03_592908_tumour_BAF.txt	CCLE	70
OV56	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C11_411040.CEL	F	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C11_411040	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C11_411040_tumour_LogR.txt	celfiles/FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C11_411040_tumour_BAF.txt	CCLE	70
OV7	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304.CEL	F	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304_tumour_LogR.txt	celfiles/MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304_tumour_BAF.txt	CCLE	70
OV-90	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D02_246684_tumour_BAF.txt	CCLE	70
OVISE	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G05_335340.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G05_335340	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G05_335340_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G05_335340_tumour_BAF.txt	CCLE	70
OVK18	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782.CEL	NA	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F01_592782_tumour_BAF.txt	CCLE	70
OVKATE	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G04_335338.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G04_335338	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G04_335338_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G04_335338_tumour_BAF.txt	CCLE	70
OVMANA	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G06_335342.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G06_335342	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G06_335342_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G06_335342_tumour_BAF.txt	CCLE	70
OVSAHO	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H01_246778_tumour_BAF.txt	CCLE	70
OVTOKO	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C12_246680.CEL	F	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C12_246680	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C12_246680_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C12_246680_tumour_BAF.txt	CCLE	70
P3HR-1	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A05_464614.CEL	M	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A05_464614	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A05_464614_tumour_LogR.txt	celfiles/BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A05_464614_tumour_BAF.txt	CCLE	70
Panc 02.03	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A11_256022.CEL	F	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A11_256022	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A11_256022_tumour_LogR.txt	celfiles/ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A11_256022_tumour_BAF.txt	CCLE	70
Panc 02.13	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F03_335312.CEL	F	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F03_335312	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F03_335312_tumour_LogR.txt	celfiles/FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F03_335312_tumour_BAF.txt	CCLE	70
Panc 04.03	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D09_246698.CEL	M	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D09_246698	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D09_246698_tumour_LogR.txt	celfiles/LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D09_246698_tumour_BAF.txt	CCLE	70
Panc 05.04	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722.CEL	F	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722_tumour_LogR.txt	celfiles/QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G09_592722_tumour_BAF.txt	CCLE	70
PANC-1	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226.CEL	NA	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G03_437226_tumour_BAF.txt	CCLE	70
PA-TU-8902	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A05_293288.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A05_293288	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A05_293288_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A05_293288_tumour_BAF.txt	CCLE	70
PA-TU-8988S	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A08_437338.CEL	F	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A08_437338	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A08_437338_tumour_LogR.txt	celfiles/LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A08_437338_tumour_BAF.txt	CCLE	70
PA-TU-8988T	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340.CEL	F	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340_tumour_LogR.txt	celfiles/HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C07_293340_tumour_BAF.txt	CCLE	70
